transaction_id,product_category,sub_category,brand_tier,customer_segment,customer_region,channel,day_of_week,season,payment_method,device_type,base_price,competitor_price,discount_pct,units_sold,marketing_spend,customer_rating,review_count,return_rate,inventory_days,page_views,shipping_cost,wishlist_adds,repeat_purchase,is_featured,flash_sale,revenue_usd
TXN-0000125,Home & Garden,Kitchen,Mid-Range,VIP,Europe,Paid Search,Saturday,Summer,PayPal,Mobile,103.38,107.55,4.0,1,0.0,4.7,26.0,0.126,29,333.0,12.76,4.0,1,0,0,117.66
TXN-0000126,Electronics,Gaming,Premium,VIP,North America,Organic Search,Wednesday,Summer,Credit Card,Mobile,690.89,666.7,0.0,3,265.7,3.9,25.0,0.244,23,447.0,10.98,2.0,1,1,0,2114.33
TXN-0000127,Books,Non-Fiction,Budget,Returning,Latin America,Paid Search,Wednesday,Fall,PayPal,Desktop,8.88,13.24,6.0,4,257.68,4.4,8.0,0.091,14,168.0,19.19,3.0,0,1,0,46.98
TXN-0000128,Electronics,Headphones,Mid-Range,Loyal,Europe,Affiliate,Monday,Fall,PayPal,Desktop,187.32,196.15,9.6,3,0.0,4.0,16.0,0.187,28,279.0,10.29,2.0,1,1,0,520.71
TXN-0000129,Sports,Team Sports,Mid-Range,New,North America,Social Media,Friday,Summer,Debit Card,Desktop,75.61,64.15,0.0,8,,3.6,,0.179,18,,11.05,1.0,0,0,0,591.26
TXN-0000130,Fashion,Sportswear,Mid-Range,Returning,North America,Affiliate,Saturday,Summer,PayPal,Mobile,44.6,29.74,29.7,7,0.0,2.9,9.0,0.108,19,107.0,10.38,,0,0,0,208.9
TXN-0000131,Automotive,Interior,Mid-Range,Returning,Asia Pacific,Direct,Sunday,Spring,Credit Card,Mobile,126.96,125.2,8.3,7,117.1,3.7,10.0,0.129,49,264.0,14.08,0.0,0,1,0,826.65
TXN-0000132,Beauty,Fragrance,Budget,VIP,Asia Pacific,Email,Monday,Spring,Crypto,Mobile,17.71,15.24,0.0,8,0.0,4.3,16.0,0.011,36,148.0,14.6,1.0,1,1,0,141.95
TXN-0000133,Electronics,Smart Home,Luxury,New,Asia Pacific,Social Media,Sunday,Spring,PayPal,Tablet,1499.54,1631.11,0.0,9,0.0,4.2,18.0,0.117,14,496.0,10.54,3.0,0,0,0,13505.16
TXN-0000134,Electronics,Headphones,Mid-Range,Loyal,South Asia,Affiliate,Thursday,Winter,Buy Now Pay Later,Mobile,218.67,205.85,20.6,3,0.0,4.1,25.0,0.063,14,290.0,7.19,2.0,1,1,1,957.94
TXN-0000135,Sports,Yoga,Mid-Range,VIP,Europe,Paid Search,Tuesday,Winter,Debit Card,Mobile,55.49,61.57,2.8,8,679.47,3.3,39.0,0.004,51,767.0,13.55,7.0,1,0,0,475.73
TXN-0000136,Sports,Outdoor,Mid-Range,Loyal,Asia Pacific,Affiliate,Wednesday,Winter,Debit Card,Mobile,77.53,,31.7,3,0.0,3.0,1.0,0.095,15,153.0,17.1,5.0,1,0,1,286.53
TXN-0000137,Toys,Action Figures,Budget,VIP,Asia Pacific,Direct,Monday,Summer,Bank Transfer,Mobile,12.55,,7.2,12,0.0,3.8,10.0,0.095,87,573.0,20.76,2.0,1,0,0,97.61
TXN-0000138,Electronics,Wearables,Mid-Range,Returning,Europe,Direct,Saturday,Fall,Debit Card,Mobile,283.53,287.26,5.8,2,0.0,3.9,17.0,0.066,34,315.0,15.12,2.0,0,0,0,535.69
TXN-0000139,Toys,Outdoor Play,Mid-Range,Loyal,Europe,Organic Search,Friday,Winter,Crypto,Mobile,21.56,22.5,3.0,7,0.0,4.2,36.0,0.124,27,471.0,10.2,4.0,1,0,0,143.29
TXN-0000140,Beauty,Haircare,Budget,Churned,Europe,Social Media,Saturday,Winter,Buy Now Pay Later,Desktop,16.04,,1.7,1,177.21,4.6,6.0,0.085,32,65.0,10.18,4.0,0,1,0,56.25
TXN-0000141,Automotive,Electronics,Premium,New,North America,Email,Friday,Summer,Buy Now Pay Later,Mobile,164.37,191.05,14.0,2,0.0,,6.0,0.323,15,124.0,4.14,3.0,0,0,0,297.34
TXN-0000142,Home & Garden,Bedding,Premium,Loyal,South Asia,Email,Saturday,Fall,PayPal,Desktop,211.29,231.02,0.0,6,315.65,4.2,6.0,0.184,36,1163.0,12.99,3.0,1,1,0,1308.53
TXN-0000143,Fashion,Accessories,Mid-Range,Returning,Asia Pacific,Organic Search,Wednesday,Summer,Credit Card,Desktop,89.03,99.01,5.4,12,362.73,5.0,22.0,0.037,16,1108.0,13.84,5.0,0,0,0,1028.35
TXN-0000144,Toys,STEM,Premium,New,Europe,Email,Saturday,Fall,Credit Card,Mobile,62.22,55.5,4.7,5,0.0,4.5,25.0,0.227,25,437.0,9.69,2.0,0,0,0,290.02
TXN-0000145,Food & Grocery,Frozen,Premium,Loyal,Europe,Marketplace,Sunday,Summer,Debit Card,Desktop,51.27,48.55,0.0,6,154.96,4.9,31.0,0.104,12,313.0,11.26,4.0,1,0,0,304.87
TXN-0000146,Sports,Water Sports,Budget,Returning,North America,Direct,Monday,Spring,Credit Card,Mobile,26.77,32.48,0.0,1,75.83,4.5,25.0,0.119,28,470.0,4.17,2.0,0,0,0,48.73
TXN-0000147,Electronics,Smart Home,Mid-Range,Loyal,Asia Pacific,Paid Search,Saturday,Summer,Credit Card,Mobile,378.6,362.3,17.2,5,0.0,4.5,15.0,0.028,10,184.0,21.75,2.0,1,0,0,1544.3
TXN-0000148,Automotive,Safety,Mid-Range,New,Europe,Organic Search,Saturday,Fall,PayPal,Desktop,76.61,93.3,6.6,14,,4.1,33.0,0.024,15,564.0,8.71,3.0,0,1,0,982.63
TXN-0000149,Books,Comics,Premium,New,Latin America,Social Media,Friday,Winter,Credit Card,Tablet,54.7,58.42,23.1,7,0.0,4.9,21.0,0.229,36,218.0,13.15,,0,0,0,275.59
TXN-0000150,Toys,Action Figures,Budget,Returning,North America,Paid Search,Friday,Spring,Buy Now Pay Later,Tablet,20.76,9.43,30.1,10,183.35,3.4,37.0,0.039,42,335.0,5.45,2.0,0,0,0,168.94
TXN-0000151,Electronics,Laptops,Mid-Range,VIP,Middle East,Paid Search,Friday,Spring,Bank Transfer,Mobile,293.07,260.03,17.1,2,0.0,4.1,1.0,0.015,38,514.0,24.33,3.0,1,0,1,1119.64
TXN-0000152,Fashion,Accessories,Premium,Returning,Asia Pacific,Organic Search,Monday,Spring,Credit Card,Mobile,97.13,98.39,0.0,1,0.0,,0.0,0.02,42,336.0,10.6,3.0,0,0,0,102.18
TXN-0000153,Automotive,Performance,Premium,Churned,North America,Direct,Friday,Fall,Credit Card,Desktop,213.55,199.62,15.2,4,238.65,3.8,12.0,0.111,26,,8.84,3.0,0,0,1,1206.9
TXN-0000154,Fashion,Women Clothing,Mid-Range,Returning,Latin America,Social Media,Saturday,Winter,Bank Transfer,Desktop,57.57,44.82,45.4,5,0.0,4.8,25.0,0.254,23,206.0,14.08,5.0,0,0,0,155.73
TXN-0000155,Electronics,Gaming,Mid-Range,Loyal,North America,Direct,Sunday,Spring,PayPal,Mobile,156.07,174.53,0.0,7,275.7,4.5,22.0,0.076,38,184.0,5.46,1.0,1,0,0,1120.91
TXN-0000156,Beauty,Skincare,Premium,Loyal,Asia Pacific,Organic Search,Saturday,Winter,Buy Now Pay Later,Mobile,80.19,84.6,0.0,7,0.0,3.9,49.0,0.274,1,488.0,13.44,1.0,1,0,0,551.18
TXN-0000157,Fashion,Bags,Budget,New,Asia Pacific,Paid Search,Wednesday,Fall,Buy Now Pay Later,Mobile,37.07,45.42,3.4,2,0.0,4.4,31.0,0.063,35,274.0,20.82,3.0,0,1,0,71.32
TXN-0000158,Electronics,Headphones,Budget,Loyal,North America,Email,Monday,Winter,Credit Card,Mobile,108.13,,7.4,1,0.0,3.6,15.0,0.127,67,1275.0,7.44,1.0,1,1,0,125.79
TXN-0000159,Toys,Board Games,Mid-Range,VIP,North America,Social Media,Saturday,Spring,Buy Now Pay Later,Mobile,31.89,24.79,0.0,5,679.87,3.6,18.0,0.11,30,342.0,5.73,,1,0,0,296.0
TXN-0000160,Automotive,Tools,Budget,New,North America,Marketplace,Tuesday,Summer,Credit Card,Mobile,64.4,58.24,10.8,8,116.41,3.8,41.0,,7,343.0,6.97,3.0,0,0,0,479.61
TXN-0000161,Fashion,Men Clothing,Mid-Range,Loyal,Europe,Direct,Wednesday,Fall,Buy Now Pay Later,Desktop,73.38,73.33,8.9,4,0.0,4.6,35.0,0.364,26,330.0,13.95,,1,0,0,263.81
TXN-0000162,Electronics,Headphones,Luxury,Returning,Latin America,Referral,Saturday,Winter,Buy Now Pay Later,Mobile,2103.01,2285.98,0.0,3,0.0,4.2,28.0,0.004,26,271.0,17.3,1.0,0,0,0,6313.31
TXN-0000163,Books,Self-Help,Budget,New,Europe,Affiliate,Monday,Winter,Credit Card,Mobile,9.41,9.4,1.0,3,0.0,3.5,35.0,,14,950.0,13.7,8.0,0,0,0,28.63
TXN-0000164,Books,Self-Help,Mid-Range,Loyal,South Asia,Paid Search,Saturday,Fall,Crypto,Mobile,16.2,12.15,21.9,9,325.52,3.4,0.0,0.051,11,11.0,15.11,1.0,1,1,0,150.69
TXN-0000165,Fashion,Footwear,Budget,Loyal,Europe,Email,Thursday,Summer,Credit Card,Desktop,32.35,32.05,10.3,7,0.0,4.2,25.0,0.116,43,414.0,11.7,4.0,1,0,0,203.06
TXN-0000166,Automotive,Car Care,Mid-Range,New,Asia Pacific,Social Media,Thursday,Summer,PayPal,Desktop,81.52,73.45,5.6,3,217.02,4.5,44.0,0.005,21,432.0,9.8,6.0,0,0,0,251.1
TXN-0000167,Fashion,Women Clothing,Mid-Range,Returning,Europe,Affiliate,Monday,Winter,Debit Card,Desktop,67.83,,0.0,1,0.0,2.2,32.0,0.022,15,,13.67,1.0,0,0,0,89.91
TXN-0000168,Fashion,Bags,Premium,New,Latin America,Email,Thursday,Fall,PayPal,Desktop,136.74,153.24,5.4,5,0.0,4.5,36.0,0.029,6,402.0,14.53,1.0,0,0,0,646.16
TXN-0000169,Beauty,Skincare,Premium,Returning,Europe,Email,Thursday,Fall,Debit Card,Mobile,95.59,,1.0,6,0.0,4.5,31.0,0.038,18,421.0,13.56,2.0,0,0,1,796.08
TXN-0000170,Toys,Action Figures,Mid-Range,VIP,Latin America,Email,Saturday,Spring,Credit Card,Mobile,34.17,36.74,0.0,8,0.0,3.9,38.0,0.058,16,333.0,25.67,3.0,1,0,0,238.86
TXN-0000171,Fashion,Footwear,Mid-Range,New,South Asia,Social Media,Tuesday,Fall,Debit Card,Tablet,48.7,43.27,14.5,10,,,13.0,0.03,36,335.0,12.96,3.0,0,0,1,585.21
TXN-0000172,Sports,Team Sports,Budget,Loyal,Latin America,Organic Search,Friday,Spring,Bank Transfer,Mobile,42.1,37.72,36.5,4,0.0,4.4,9.0,0.055,49,107.0,16.85,3.0,1,0,0,100.87
TXN-0000173,Beauty,Skincare,Premium,VIP,Asia Pacific,Paid Search,Tuesday,Winter,PayPal,Mobile,76.17,83.05,0.0,8,0.0,3.3,31.0,0.109,26,532.0,15.05,,1,0,1,789.3
TXN-0000174,Sports,Outdoor,Mid-Range,Returning,North America,Email,Thursday,Summer,PayPal,Desktop,86.46,95.67,26.6,9,0.0,4.2,27.0,0.225,26,557.0,15.15,4.0,0,0,0,574.79
TXN-0000175,Fashion,Accessories,Premium,Returning,North America,Social Media,Monday,Winter,Credit Card,Mobile,142.22,113.22,0.0,6,228.62,4.4,2.0,0.019,48,97.0,8.41,5.0,0,0,0,866.48
TXN-0000176,Automotive,Car Care,Premium,Loyal,North America,Organic Search,Monday,Winter,Crypto,Mobile,269.18,327.31,0.0,22,132.73,3.5,43.0,0.013,34,371.0,11.64,4.0,1,0,0,5871.59
TXN-0000177,Home & Garden,Lighting,Premium,Returning,South Asia,Organic Search,Sunday,Fall,Credit Card,Mobile,280.89,331.96,0.0,8,0.0,,0.0,0.071,31,102.0,8.65,,0,0,0,2258.55
TXN-0000178,Electronics,Laptops,Mid-Range,Loyal,Europe,Affiliate,Thursday,Spring,Credit Card,Mobile,257.85,303.68,17.6,5,,5.0,23.0,0.127,28,1284.0,20.57,,1,0,0,1101.24
TXN-0000179,Sports,Fitness Equipment,Premium,Loyal,North America,Social Media,Saturday,Fall,Credit Card,Mobile,197.42,214.76,0.0,4,0.0,4.3,0.0,0.088,19,32.0,7.51,1.0,1,0,0,800.95
TXN-0000180,Fashion,Sportswear,Premium,Churned,Europe,Paid Search,Friday,Spring,Debit Card,Mobile,158.84,155.12,36.2,2,171.21,3.4,,0.234,20,233.0,12.23,1.0,0,0,0,231.38
TXN-0000181,Jewelry,Earrings,Premium,New,North America,Organic Search,Monday,Winter,Buy Now Pay Later,Mobile,692.52,581.25,42.4,6,0.0,3.9,0.0,0.055,16,65.0,6.15,1.0,0,0,0,2404.11
TXN-0000182,Fashion,Bags,Premium,Returning,Asia Pacific,Organic Search,Sunday,Fall,Credit Card,Mobile,123.47,,28.7,10,154.31,3.7,20.0,0.043,30,377.0,19.48,2.0,0,0,0,855.85
TXN-0000183,Sports,Outdoor,Mid-Range,Loyal,Europe,Email,Saturday,Fall,Debit Card,Desktop,99.69,103.1,0.0,7,0.0,4.5,9.0,0.071,20,428.0,10.67,2.0,1,0,0,690.47
TXN-0000184,Food & Grocery,Pantry,Luxury,Loyal,Latin America,Email,Sunday,Fall,Credit Card,Mobile,112.86,,9.1,12,0.0,2.9,0.0,0.081,30,528.0,27.26,2.0,1,0,0,1172.52
TXN-0000185,Food & Grocery,Snacks,Mid-Range,VIP,Latin America,Email,Wednesday,Fall,Debit Card,Mobile,25.38,21.64,3.7,1,0.0,4.5,0.0,0.053,25,47.0,12.93,6.0,1,0,0,56.73
TXN-0000186,Books,Comics,Budget,New,Europe,Email,Friday,Summer,Buy Now Pay Later,Mobile,11.73,,10.3,1,206.35,,12.0,0.125,52,196.0,23.19,2.0,0,0,1,84.88
TXN-0000187,Toys,STEM,Budget,VIP,North America,Email,Wednesday,Summer,Credit Card,Desktop,20.08,22.67,25.4,4,0.0,4.7,0.0,0.331,20,266.0,4.32,4.0,1,0,0,133.44
TXN-0000188,Home & Garden,Bedding,Mid-Range,Returning,Africa,Social Media,Saturday,Fall,Debit Card,Mobile,69.15,64.66,0.0,2,0.0,4.6,5.0,0.152,40,172.0,30.64,1.0,0,0,0,134.83
TXN-0000189,Home & Garden,Decor,Budget,Returning,Europe,Email,Friday,Summer,PayPal,Mobile,54.74,,7.0,10,,4.4,0.0,0.056,21,110.0,9.55,4.0,0,0,0,510.99
TXN-0000190,Toys,Educational,Premium,New,Asia Pacific,Organic Search,Tuesday,Spring,PayPal,Mobile,101.29,104.26,0.0,7,0.0,4.4,43.0,0.128,15,862.0,13.38,2.0,0,0,0,715.04
TXN-0000191,Sports,Outdoor,Premium,Returning,Latin America,Paid Search,Wednesday,Fall,Credit Card,Mobile,109.09,92.91,33.8,14,124.87,3.6,4.0,0.123,48,133.0,19.76,3.0,0,0,0,969.93
TXN-0000192,Food & Grocery,Organic,Budget,VIP,Asia Pacific,Organic Search,Wednesday,Fall,Buy Now Pay Later,Mobile,8.21,4.2,13.5,3,92.09,4.9,13.0,0.16,32,164.0,20.27,4.0,1,0,0,33.13
TXN-0000193,Beauty,Skincare,Mid-Range,Loyal,Asia Pacific,Direct,Monday,Fall,Credit Card,Tablet,38.61,27.25,1.0,4,0.0,4.7,,0.059,43,193.0,16.52,3.0,1,1,0,185.48
TXN-0000194,Beauty,Fragrance,Budget,Loyal,Europe,Social Media,Sunday,Spring,PayPal,Tablet,18.93,15.22,2.9,12,0.0,3.8,27.0,0.068,47,294.0,12.12,3.0,1,0,0,184.78
TXN-0000195,Fashion,Bags,Mid-Range,Churned,North America,Organic Search,Wednesday,Winter,PayPal,Desktop,50.52,61.51,20.5,3,0.0,4.3,18.0,0.153,33,748.0,9.67,2.0,0,0,0,161.11
TXN-0000196,Electronics,Smartphones,Budget,Returning,North America,Email,Wednesday,Winter,Bank Transfer,Desktop,174.61,203.33,2.2,1,0.0,4.8,5.0,0.042,90,44.0,7.23,2.0,0,0,0,189.36
TXN-0000197,Sports,Yoga,Mid-Range,VIP,Asia Pacific,Marketplace,Wednesday,Fall,Buy Now Pay Later,Mobile,92.87,,30.7,5,239.53,4.8,0.0,0.17,10,109.0,11.62,0.0,1,1,0,358.93
TXN-0000198,Sports,Team Sports,Mid-Range,New,Latin America,Organic Search,Sunday,Winter,Credit Card,Mobile,42.66,37.91,0.0,11,129.73,4.0,21.0,0.103,26,320.0,23.36,2.0,0,0,0,408.22
TXN-0000199,Fashion,Footwear,Mid-Range,New,North America,Social Media,Monday,Fall,Debit Card,Desktop,81.93,88.06,40.4,6,1089.48,4.8,24.0,0.172,11,309.0,7.11,5.0,0,0,0,400.84
TXN-0000200,Books,Fiction,Budget,Loyal,North America,Social Media,Sunday,Winter,PayPal,Desktop,7.55,,1.0,12,0.0,5.0,2.0,0.05,24,155.0,6.95,4.0,1,0,0,94.9
TXN-0000201,Sports,Fitness Equipment,Mid-Range,New,Asia Pacific,Affiliate,Wednesday,Spring,Credit Card,Desktop,76.0,,16.8,1,229.13,4.2,12.0,0.047,54,374.0,10.28,7.0,0,0,0,110.98
TXN-0000202,Beauty,Fragrance,Mid-Range,VIP,North America,Marketplace,Monday,Summer,PayPal,Mobile,35.93,38.13,15.0,1,161.55,,4.0,0.32,36,781.0,9.59,3.0,1,0,0,118.6
TXN-0000203,Electronics,Cameras,Luxury,Returning,Middle East,Organic Search,Sunday,Spring,Credit Card,Desktop,1828.63,1754.07,0.0,6,0.0,4.4,28.0,0.304,17,280.0,31.48,3.0,0,0,0,10933.77
TXN-0000204,Electronics,Headphones,Mid-Range,VIP,North America,Organic Search,Tuesday,Winter,Bank Transfer,Desktop,439.56,415.72,7.6,3,0.0,,13.0,0.004,48,147.0,7.44,1.0,1,0,1,2236.59
TXN-0000205,Sports,Outdoor,Premium,Loyal,North America,Organic Search,Saturday,Summer,Buy Now Pay Later,Mobile,167.58,201.49,21.1,6,0.0,3.8,9.0,0.166,19,532.0,7.57,2.0,1,0,0,787.64
TXN-0000206,Fashion,Men Clothing,Mid-Range,New,North America,Affiliate,Monday,Winter,Bank Transfer,Tablet,43.31,34.8,2.2,5,59.23,4.3,20.0,0.066,15,251.0,6.53,,0,0,0,221.37
TXN-0000207,Fashion,Sportswear,Mid-Range,Returning,North America,Direct,Monday,Winter,Credit Card,Desktop,73.11,,1.8,5,0.0,2.9,,0.101,8,416.0,6.06,3.0,0,0,0,375.54
TXN-0000208,Home & Garden,Lighting,Mid-Range,Loyal,Europe,Social Media,Thursday,Summer,Bank Transfer,Desktop,76.86,66.97,19.5,5,35.27,3.1,16.0,0.07,28,163.0,9.66,1.0,1,0,0,356.43
TXN-0000209,Home & Garden,Furniture,Mid-Range,Returning,North America,Social Media,Friday,Fall,Debit Card,Desktop,108.66,92.81,0.0,3,186.58,4.1,15.0,0.058,10,274.0,8.92,4.0,0,0,0,352.3
TXN-0000210,Jewelry,Earrings,Premium,New,Middle East,Affiliate,Thursday,Summer,Debit Card,Mobile,972.77,990.1,0.0,6,0.0,4.7,16.0,,12,196.0,22.27,4.0,0,1,0,5802.24
TXN-0000211,Electronics,Smart Home,Mid-Range,Returning,North America,Paid Search,Monday,Winter,Credit Card,Mobile,224.22,225.96,2.5,4,65.51,4.3,23.0,0.455,10,229.0,10.74,,0,0,0,896.82
TXN-0000212,Beauty,Makeup,Mid-Range,Loyal,Latin America,Affiliate,Wednesday,Winter,Credit Card,Desktop,39.7,51.56,0.0,18,0.0,4.8,7.0,0.151,21,219.0,15.53,,1,0,0,696.13
TXN-0000213,Books,Comics,Mid-Range,New,North America,Organic Search,Saturday,Summer,Credit Card,Tablet,19.79,8.79,0.0,7,0.0,4.4,13.0,0.015,19,147.0,4.96,4.0,0,0,0,135.9
TXN-0000214,Food & Grocery,Organic,Budget,Returning,Europe,Direct,Thursday,Fall,Bank Transfer,Mobile,11.33,24.48,0.0,4,0.0,4.1,20.0,0.016,19,225.0,7.9,1.0,0,0,0,62.12
TXN-0000215,Books,Academic,Mid-Range,Loyal,Europe,Referral,Sunday,Spring,PayPal,Mobile,30.15,38.37,1.0,8,0.0,3.5,32.0,0.057,45,389.0,8.67,4.0,1,0,0,224.95
TXN-0000216,Home & Garden,Kitchen,Mid-Range,VIP,Asia Pacific,Paid Search,Friday,Summer,Credit Card,Tablet,138.87,144.93,3.1,6,0.0,,,0.043,25,258.0,15.72,1.0,1,0,0,838.49
TXN-0000217,Fashion,Bags,Luxury,New,Middle East,Email,Sunday,Fall,Credit Card,Desktop,605.55,492.48,0.0,10,0.0,4.4,22.0,0.002,21,187.0,21.8,4.0,0,0,0,6003.65
TXN-0000218,Fashion,Men Clothing,Mid-Range,Returning,Europe,Marketplace,Monday,Spring,Debit Card,Mobile,47.89,54.62,9.5,7,0.0,4.4,0.0,0.005,18,105.0,15.88,0.0,0,1,0,293.24
TXN-0000219,Home & Garden,Decor,Budget,Returning,North America,Social Media,Saturday,Summer,Credit Card,Tablet,50.3,57.02,36.1,12,0.0,4.4,2.0,0.042,25,292.0,5.76,4.0,0,0,0,400.49
TXN-0000220,Automotive,Car Care,Mid-Range,Loyal,Europe,Paid Search,Wednesday,Summer,Debit Card,Mobile,219.61,276.48,0.0,2,0.0,4.9,3.0,0.142,16,234.0,9.05,2.0,1,0,0,450.11
TXN-0000221,Food & Grocery,Pantry,Budget,New,North America,Direct,Monday,Summer,Credit Card,Desktop,15.19,17.59,0.0,1,740.75,,5.0,0.073,25,147.0,8.11,4.0,0,1,0,122.06
TXN-0000222,Beauty,Personal Care,Mid-Range,Churned,South Asia,Social Media,Wednesday,Summer,Bank Transfer,Mobile,61.23,68.18,0.0,6,0.0,3.9,40.0,0.186,45,578.0,9.45,3.0,0,0,0,373.27
TXN-0000223,Fashion,Sportswear,Premium,Churned,North America,Direct,Thursday,Fall,Credit Card,Mobile,374.39,394.63,1.0,8,87.91,3.7,22.0,0.106,55,338.0,8.09,2.0,0,0,0,2971.0
TXN-0000224,Fashion,Men Clothing,Premium,New,North America,Organic Search,Thursday,Fall,Bank Transfer,Desktop,184.6,223.08,7.6,8,,4.4,11.0,0.106,49,355.0,12.98,5.0,0,1,0,1370.18
TXN-0000225,Electronics,Gaming,Premium,VIP,North America,Paid Search,Tuesday,Fall,PayPal,Desktop,564.83,593.51,40.6,5,304.11,3.9,27.0,0.101,43,231.0,7.06,,1,0,0,1754.83
TXN-0000226,Automotive,Interior,Mid-Range,Returning,Asia Pacific,Social Media,Friday,Winter,Credit Card,Desktop,197.28,,9.3,3,0.0,4.4,19.0,0.079,7,226.0,35.28,,0,0,0,518.33
TXN-0000227,Electronics,Smart Home,Mid-Range,New,Asia Pacific,Marketplace,Friday,Winter,Bank Transfer,Mobile,264.57,,10.8,3,174.83,4.1,13.0,0.21,12,205.0,22.45,1.0,0,0,0,718.91
TXN-0000228,Sports,Yoga,Mid-Range,Loyal,Asia Pacific,Email,Wednesday,Summer,Debit Card,Tablet,59.67,57.47,21.3,6,93.46,4.3,3.0,0.069,61,131.0,17.55,3.0,1,0,0,291.7
TXN-0000229,Home & Garden,Decor,Mid-Range,Churned,North America,Direct,Sunday,Winter,Credit Card,Desktop,95.46,,20.6,13,172.17,4.3,19.0,0.14,30,583.0,7.56,3.0,0,0,0,1000.97
TXN-0000230,Sports,Yoga,Budget,Returning,Africa,Email,Monday,Fall,Credit Card,Tablet,30.67,21.89,3.0,12,906.3,3.6,0.0,0.102,30,35.0,19.32,2.0,0,0,0,383.3
TXN-0000231,Home & Garden,Lighting,Mid-Range,New,Europe,Paid Search,Saturday,Winter,Credit Card,Desktop,89.18,78.01,0.0,6,0.0,3.0,61.0,0.115,45,986.0,11.06,,0,0,0,567.11
TXN-0000232,Home & Garden,Decor,Budget,New,North America,Email,Saturday,Summer,Credit Card,Desktop,46.06,42.97,0.0,2,,3.9,,0.15,14,410.0,8.64,,0,0,0,98.52
TXN-0000233,Electronics,Smartphones,Premium,Loyal,Latin America,Organic Search,Thursday,Fall,PayPal,Mobile,980.16,1219.71,1.9,8,0.0,4.2,0.0,0.163,9,699.0,19.43,3.0,1,0,0,7657.57
TXN-0000234,Food & Grocery,Pantry,Mid-Range,Loyal,South Asia,Organic Search,Saturday,Fall,Debit Card,Mobile,16.28,15.16,14.3,10,0.0,3.5,14.0,0.13,8,393.0,21.54,1.0,1,0,1,118.53
TXN-0000235,Sports,Fitness Equipment,Budget,VIP,Latin America,Direct,Sunday,Fall,Credit Card,Mobile,36.48,,51.8,4,0.0,3.1,50.0,0.061,37,464.0,11.36,4.0,1,0,0,74.02
TXN-0000236,Electronics,Smartphones,Mid-Range,New,Asia Pacific,Paid Search,Saturday,Spring,Debit Card,Desktop,247.93,237.53,11.8,1,,4.6,0.0,0.21,33,19.0,13.73,,0,0,0,291.87
TXN-0000237,Electronics,Laptops,Budget,Returning,Africa,Social Media,Monday,Summer,PayPal,Mobile,130.73,136.37,0.0,2,0.0,3.8,25.0,0.407,10,383.0,26.92,2.0,0,0,0,267.63
TXN-0000238,Fashion,Sportswear,Premium,New,South Asia,Paid Search,Sunday,Winter,Credit Card,Mobile,212.76,217.02,18.3,10,89.21,4.0,29.0,0.101,41,390.0,12.02,1.0,0,0,0,1742.85
TXN-0000239,Home & Garden,Bedding,Mid-Range,Returning,Middle East,Social Media,Friday,Winter,PayPal,Desktop,70.03,64.4,4.6,7,0.0,4.1,0.0,0.074,30,112.0,16.92,5.0,0,1,0,458.75
TXN-0000240,Sports,Outdoor,Mid-Range,Loyal,North America,Paid Search,Sunday,Spring,Debit Card,Mobile,64.02,51.43,12.0,6,0.0,2.3,16.0,0.039,49,240.0,6.91,3.0,1,0,0,423.23
TXN-0000241,Electronics,Wearables,Mid-Range,New,North America,Organic Search,Sunday,Winter,Debit Card,Desktop,359.47,367.12,6.9,12,420.24,4.6,13.0,0.251,52,231.0,7.71,2.0,0,0,0,4035.46
TXN-0000242,Sports,Fitness Equipment,Mid-Range,Churned,Middle East,Social Media,Sunday,Summer,Debit Card,Desktop,68.6,70.52,0.0,3,153.8,4.6,,0.171,12,671.0,21.07,2.0,0,1,1,393.15
TXN-0000243,Fashion,Sportswear,Budget,Returning,North America,Social Media,Tuesday,Winter,Bank Transfer,Tablet,22.46,14.75,8.7,3,0.0,3.8,8.0,0.377,24,637.0,9.47,1.0,0,0,0,70.66
TXN-0000244,Toys,Educational,Budget,Loyal,North America,Marketplace,Friday,Fall,Bank Transfer,Mobile,15.21,10.91,22.1,5,278.04,4.3,0.0,0.017,38,156.0,8.33,1.0,1,0,0,93.58
TXN-0000245,Automotive,Electronics,Budget,VIP,South Asia,Marketplace,Monday,Spring,Crypto,Mobile,38.54,,0.0,4,61.19,4.9,22.0,0.142,21,189.0,12.87,0.0,1,0,0,161.37
TXN-0000246,Sports,Cycling,Budget,Returning,Europe,Marketplace,Tuesday,Spring,Credit Card,Desktop,40.63,,0.0,4,,3.2,0.0,0.104,28,170.0,19.54,5.0,0,0,0,173.91
TXN-0000247,Toys,Outdoor Play,Mid-Range,Loyal,Europe,Paid Search,Wednesday,Spring,Debit Card,Mobile,40.43,40.69,0.0,11,103.77,3.8,40.0,0.166,45,451.0,9.39,5.0,1,0,0,453.12
TXN-0000248,Electronics,Wearables,Mid-Range,New,North America,Direct,Thursday,Spring,PayPal,Mobile,304.36,263.96,5.8,1,311.2,3.9,0.0,0.026,6,285.0,8.86,3.0,0,0,0,339.36
TXN-0000249,Home & Garden,Decor,Premium,New,North America,Social Media,Saturday,Summer,Credit Card,Mobile,215.22,259.37,45.6,4,239.38,4.2,0.0,0.217,46,15.0,13.0,2.0,0,0,0,503.66
