age,gender,education_level,city,company,job_role,industry_sector,employment_type,years_experience,annual_ctc,monthly_expenses,savings_balance,investments,loan_outstanding,emi_monthly,debt_to_income_ratio,credit_score,num_credit_cards,projects_completed,certifications,training_hours_yr,team_size_managed,remote_work_pct,overtime_hours_month,performance_score,promotion_eligible
29,Female,Master,Chandigarh,Tata Elxsi,Database Administrator,Startup,Remote,7,866078,25424,10098.0,3416.0,1333255.0,26665,0.3695,497,2,11,4,49.0,0.0,0,9,1.98,0
37,Male,Bachelor,Bhubaneswar,Syntel India,Technical Lead,Manufacturing,Full-time,17,1118984,37920,20741.0,10846.0,0.0,0,0.0,632,2,33,2,53.0,23.0,50,31,3.69,0
42,Male,Bachelor,Nellore,Kellton Tech,Business Analyst,Banking,Full-time,19,1300333,57215,12376.0,21256.0,0.0,0,0.0,645,4,40,1,58.0,,75,25,3.8,0
29,Male,Bachelor,Nashik,Swiggy,Full Stack Developer,FinTech,Full-time,5,398540,16208,202151.0,4146.0,0.0,0,0.0,526,4,9,2,67.0,0.0,75,9,2.84,0
47,Male,PhD,Cuttack,Intellect Design,VP Engineering,FinTech,Full-time,24,1868680,67595,46575.0,17650.0,0.0,0,0.0,758,2,45,1,3.0,12.0,0,8,4.79,1
45,Male,Master,Bhubaneswar,Zensar Technologies,VP Engineering,Manufacturing,Full-time,21,1668069,51581,6008.0,63412.0,535528.0,10710,0.077,646,3,44,3,102.0,7.0,50,32,3.29,0
48,Female,Bachelor,Nanded,Cognizant,Data Analyst,Manufacturing,Full-time,27,1810634,55465,17528.0,21397.0,809930.0,16198,0.1074,668,2,59,1,13.0,3.0,0,27,4.33,0
24,Female,Bachelor,Durgapur,GlobalLogic,Mobile Developer,Banking,Full-time,1,385823,16709,30846.0,158710.0,1438012.0,28760,0.8945,514,0,4,2,29.0,0.0,50,19,1.0,0
40,Male,Bachelor,Bhiwandi,Birlasoft,Data Scientist,EdTech,Contract,19,1337575,58328,16692.0,22461.0,0.0,0,0.0,685,0,36,1,95.0,24.0,0,7,4.04,0
44,Female,Bachelor,Loni,Firstsource,AI Researcher,EdTech,Remote,23,1644092,44913,329851.0,29605.0,88113.0,1762,0.0129,711,0,43,0,30.0,,100,11,3.99,0
34,Male,Bachelor,Bareilly,Mastek,Security Analyst,EdTech,Full-time,14,953605,23626,29523.0,166965.0,112396.0,2247,0.0283,675,7,33,3,5.0,11.0,100,24,3.58,0
51,Male,Bachelor,Bareilly,Datavail Infotech,Cloud Architect,Consulting,Full-time,27,1722904,77065,454935.0,,0.0,0,0.0,646,3,54,4,73.0,6.0,50,3,4.56,0
41,Female,Master,Moradabad,Mastek,Cloud Architect,Manufacturing,Full-time,18,1468193,59630,32469.0,375124.0,1119971.0,22399,0.1831,603,0,37,4,,6.0,25,25,3.74,0
36,Male,Bachelor,Allahabad,Accenture India,Product Manager,Startup,Contract,14,949706,39625,118700.0,47693.0,1550551.0,31011,0.3918,619,2,33,4,117.0,10.0,50,14,2.74,0
25,Male,Bachelor,Firozabad,Genpact,Frontend Developer,E-commerce,Full-time,5,679388,29576,97718.0,171370.0,0.0,0,0.0,614,3,15,1,119.0,0.0,0,7,3.0,0
45,Male,High School,Nanded,Genpact,Business Analyst,Manufacturing,Hybrid,25,1651808,63098,,6166.0,0.0,0,0.0,683,3,53,5,74.0,10.0,50,1,5.0,1
55,Female,Master,Gwalior,Mphasis,Mobile Developer,Government,Full-time,34,2359437,100262,92561.0,32918.0,0.0,0,0.0,742,4,69,4,63.0,21.0,50,15,4.68,1
35,Non-binary,Bachelor,Gurgaon,Firstsource,Senior Data Scientist,Government,Full-time,13,1007855,45047,149637.0,1579.0,346547.0,6930,0.0825,530,4,24,1,7.0,14.0,25,10,3.56,0
46,Non-binary,Bachelor,Lucknow,L&T Infotech,Data Analyst,SaaS,Full-time,22,1428053,59531,,13720.0,0.0,0,0.0,711,2,48,1,72.0,4.0,50,29,4.21,0
45,Male,Bachelor,Ajmer,Infosys,Solutions Architect,EdTech,Contract,25,1632051,70426,123528.0,79829.0,1265060.0,25301,0.186,711,3,47,4,53.0,3.0,0,22,3.98,0
25,Female,Diploma,Guwahati,Mastek,AI Researcher,Telecom,Full-time,1,504533,19352,15228.0,2144116.0,782127.0,15642,0.372,476,4,4,3,42.0,0.0,25,27,2.35,0
42,Female,Master,Salem,Zomato,VP Engineering,E-commerce,Part-time,19,1392395,45691,11848.0,129023.0,0.0,0,0.0,639,2,36,1,73.0,,50,18,3.28,0
43,Male,Master,Nashik,Byju s,Lead Engineer,E-commerce,Full-time,21,1537278,41156,53978.0,5985.0,,0,0.0,743,1,44,2,41.0,10.0,75,9,4.79,1
34,Female,Bachelor,Durgapur,Freshworks,Technical Lead,Manufacturing,Contract,14,1201118,50644,,16553.0,,2855,0.0285,539,1,32,2,42.0,4.0,50,1,3.93,0
41,Male,Bachelor,Chandigarh,Genpact,Mobile Developer,SaaS,Contract,19,1286823,35094,6902.0,57997.0,1266189.0,25323,0.2361,722,3,42,2,11.0,14.0,50,39,4.11,0
23,Male,Bachelor,Bhavnagar,IBM India,Principal Engineer,Consulting,Part-time,3,417959,14783,72220.0,46414.0,0.0,0,0.0,503,1,11,0,0.0,,50,2,2.91,0
47,Male,High School,Noida,Nihilent,Cloud Architect,SaaS,Part-time,24,1438552,54702,7555.0,1700.0,870968.0,17419,0.1453,711,4,47,1,77.0,11.0,50,35,4.79,0
41,Male,Bachelor,Noida,Datamatics,Director of Engineering,Telecom,Full-time,21,1394750,54254,6855.0,470868.0,655481.0,13109,0.1128,594,2,47,3,1.0,22.0,75,36,4.2,0
29,Male,Master,Ludhiana,Hexaware,Test Automation Engineer,EdTech,Full-time,7,800031,33048,24781.0,40513.0,0.0,0,0.0,562,2,16,4,,0.0,75,26,3.16,0
40,Male,Master,Surat,Genpact,QA Engineer,HealthTech,Full-time,17,1421677,59786,20221.0,31608.0,361064.0,7221,0.061,565,1,34,2,38.0,18.0,75,7,3.99,0
38,Male,Bachelor,Bhavnagar,Nucleus Software,VP Engineering,Manufacturing,Full-time,15,1098197,38952,80061.0,4897.0,391741.0,7834,0.0856,680,5,28,1,30.0,22.0,100,18,3.83,0
35,Male,Bachelor,Ajmer,Persistent Systems,DevOps Engineer,Manufacturing,Remote,11,909336,34904,10752.0,24916.0,0.0,0,0.0,544,4,21,0,28.0,19.0,0,20,2.68,0
48,Male,Master,Bhilai,Capgemini India,ML Engineer,FinTech,Remote,27,1950624,48460,33801.0,3919.0,0.0,0,0.0,719,3,52,2,59.0,21.0,75,17,5.0,1
56,Male,Bachelor,Kota,Postman,QA Engineer,HealthTech,Remote,35,2198104,95998,14689.0,136517.0,0.0,0,0.0,807,2,70,1,0.0,13.0,0,8,5.0,1
44,Female,Diploma,Moradabad,Genpact,Director of Engineering,FinTech,Full-time,24,1628287,57226,153789.0,59525.0,0.0,0,0.0,756,3,48,2,116.0,4.0,0,11,5.0,1
27,Male,Master,Gulbarga,Trigent,Backend Developer,FinTech,Remote,7,777693,28882,180618.0,332.0,513092.0,10261,0.1583,500,1,13,4,102.0,0.0,50,12,1.91,0
43,Female,Bachelor,Jalandhar,Sigmoid Analytics,DevOps Engineer,Defense,Full-time,19,1319047,39072,42208.0,146074.0,1499221.0,29984,0.2728,635,2,38,2,109.0,18.0,50,39,4.16,0
40,Male,Bachelor,Nanded,Datavail Infotech,Technical Lead,Manufacturing,Full-time,20,1450672,66150,402924.0,7548.0,472161.0,9443,0.0781,614,1,42,0,94.0,4.0,100,3,4.21,0
31,Male,Bachelor,Agra,Publicis Sapient,Project Manager,E-commerce,Full-time,7,558228,16050,8089.0,,0.0,0,0.0,607,4,16,2,119.0,0.0,50,33,2.59,0
27,Male,Bachelor,Bhavnagar,Vedantu,System Architect,FinTech,Full-time,4,570742,21233,79600.0,36049.0,0.0,0,0.0,551,3,10,1,65.0,0.0,0,17,1.77,0
31,Male,Bachelor,Tiruppur,BrowserStack,Project Manager,Consulting,Part-time,11,967976,26853,50697.0,15770.0,0.0,0,0.0,645,1,19,1,24.0,11.0,100,14,3.52,0
33,Female,Master,Meerut,Groww,BI Developer,FinTech,Full-time,9,976407,44676,9834.0,59733.0,483985.0,9679,0.119,613,5,21,0,109.0,5.0,75,5,3.78,0
51,Male,PhD,Bikaner,Cybage,Data Analyst,FinTech,Part-time,31,2129455,84533,652718.0,8837.0,0.0,0,0.0,716,5,67,0,63.0,10.0,100,33,5.0,1
42,Male,Bachelor,Kalyan,Hexaware,Senior Software Engineer,Startup,Contract,22,1409288,62702,165552.0,50440.0,1864341.0,37286,0.3175,620,1,49,2,113.0,7.0,50,13,3.6,0
47,Female,Bachelor,Tiruchirappalli,Groww,AI Researcher,SaaS,Contract,26,1674274,64174,26920.0,24234.0,0.0,0,0.0,739,3,52,4,47.0,6.0,75,29,4.47,1
41,Female,High School,Jodhpur,Genpact,VP Engineering,SaaS,Part-time,17,1004765,26012,20577.0,1423.0,313007.0,6260,0.0748,582,2,34,3,8.0,17.0,0,7,3.56,0
57,Male,PhD,Rajkot,Firstsource,Data Scientist,Consulting,Full-time,33,2227421,76353,55607.0,5979.0,0.0,0,0.0,788,5,66,2,63.0,9.0,50,14,4.55,1
40,Female,Master,Malegaon,Chargebee,Director of Engineering,E-commerce,Full-time,16,1221735,50453,78417.0,59151.0,229724.0,4594,0.0451,609,2,35,0,96.0,21.0,100,34,3.65,0
29,Female,Master,Firozabad,Sasken,Database Administrator,Defense,Full-time,8,998806,28266,,7250.0,0.0,0,0.0,554,2,13,4,99.0,16.0,50,30,2.57,0
30,Male,Diploma,Firozabad,Subex,Project Manager,Government,Hybrid,8,658409,26401,16001.0,36377.0,825819.0,16516,0.301,627,0,16,1,,23.0,50,3,3.11,0
39,Male,Bachelor,Saharanpur,Infosys,Frontend Developer,Manufacturing,Contract,16,1163270,51958,108303.0,12190.0,1155941.0,23118,0.2385,594,3,34,1,62.0,24.0,75,12,3.87,0
54,Male,Master,Howrah,Tech Mahindra,Director of Engineering,FinTech,Contract,30,1976478,85474,61938.0,70521.0,1746680.0,34933,0.2121,759,4,63,4,81.0,12.0,100,11,4.64,1
41,Male,Bachelor,Mumbai,Swiggy,Network Engineer,Consulting,Full-time,17,1167017,39487,16027.0,15260.0,1098933.0,21978,0.226,560,6,33,6,33.0,11.0,50,6,2.86,0
42,Male,Bachelor,Bangalore,Wipro,Mobile Developer,Startup,Contract,20,1492417,66317,112145.0,123688.0,0.0,0,0.0,681,1,42,2,24.0,11.0,50,33,3.92,0
32,Male,High School,Bikaner,Swiggy,Test Automation Engineer,HealthTech,Full-time,8,474429,21496,48906.0,65389.0,1384931.0,27698,0.7006,590,2,19,0,114.0,6.0,25,23,2.82,0
36,Non-binary,Bachelor,Chandigarh,Genpact,Test Automation Engineer,Manufacturing,Full-time,16,1104649,39773,93773.0,4927.0,0.0,0,0.0,565,4,35,1,29.0,15.0,50,2,3.43,0
49,Female,Master,Aurangabad,Robosoft,Product Manager,SaaS,Contract,29,1979409,54421,433067.0,2808.0,635311.0,12706,0.077,711,1,62,1,103.0,17.0,50,10,4.65,1
54,Female,Master,Malegaon,Apexon,Senior Software Engineer,Manufacturing,Full-time,34,2325997,69331,31277.0,42001.0,0.0,0,0.0,692,1,71,3,31.0,17.0,100,5,5.0,1
51,Male,Bachelor,Navi Mumbai,Net Solutions,Cloud Architect,Consulting,Full-time,29,1908832,60092,83038.0,118128.0,1080076.0,21601,0.1358,685,1,61,2,60.0,8.0,50,31,4.46,1
37,Female,Diploma,Nanded,Vedantu,Product Manager,Telecom,Hybrid,14,968016,23773,41660.0,74729.0,1990707.0,39814,0.4936,685,3,29,1,111.0,3.0,50,25,3.35,0
53,Male,Master,Indore,BrowserStack,ETL Developer,Banking,Remote,31,2111538,69755,115354.0,8219.0,0.0,0,0.0,791,2,65,2,83.0,9.0,100,19,4.64,1
38,Male,PhD,Patna,Firstsource,BI Developer,Consulting,Hybrid,18,1487087,40450,170608.0,2649.0,0.0,0,0.0,616,1,41,1,113.0,23.0,75,20,4.91,1
39,Female,Bachelor,Varanasi,Publicis Sapient,Solutions Architect,Manufacturing,Full-time,18,1200668,32408,30016.0,31924.0,,5006,0.05,650,4,41,1,11.0,10.0,0,34,3.79,0
44,Male,Master,Chennai,Capgemini India,Data Analyst,Telecom,Full-time,24,1636779,56877,52658.0,175909.0,0.0,0,0.0,672,3,53,1,116.0,15.0,25,0,4.43,1
29,Male,Bachelor,Nellore,TCS,Full Stack Developer,Telecom,Full-time,9,784992,29792,206046.0,88640.0,275775.0,5515,0.0843,563,3,17,2,45.0,13.0,75,34,3.06,0
34,Female,PhD,Solapur,Byju s,Full Stack Developer,HealthTech,Full-time,10,1010510,31414,99315.0,11248.0,51768.0,1035,0.0123,625,2,24,2,,16.0,100,4,3.13,0
34,Female,Bachelor,Kochi,Capgemini India,ML Engineer,SaaS,Hybrid,14,993707,24883,112347.0,15159.0,537594.0,10751,0.1298,593,4,26,1,7.0,16.0,50,27,3.14,0
47,Male,Bachelor,Dehradun,Uniphore,Engineering Manager,HealthTech,Hybrid,23,1540802,60188,58813.0,15570.0,0.0,0,0.0,614,3,45,0,55.0,9.0,75,27,4.07,0
52,Male,Master,Bhiwandi,Geometric,Frontend Developer,Manufacturing,Remote,31,2097473,71412,133744.0,347454.0,1632843.0,32656,0.1868,787,1,66,3,20.0,23.0,50,28,4.65,1
29,Female,PhD,Bhavnagar,Firstsource,Technical Lead,Government,Full-time,9,888566,24455,46164.0,6377.0,0.0,0,0.0,513,2,15,0,8.0,24.0,75,22,3.2,0
50,Non-binary,Diploma,Salem,Postman,Data Analyst,Defense,Hybrid,27,1719135,57346,239744.0,71589.0,1952139.0,39042,0.2725,764,3,51,2,26.0,7.0,75,39,4.5,0
36,Male,Bachelor,Bhubaneswar,Srijan Technologies,Cloud Architect,Manufacturing,Part-time,14,1072300,38210,185699.0,17849.0,648396.0,12967,0.1451,590,2,31,0,12.0,19.0,100,13,3.41,0
23,Male,Master,Jaipur,Sonata Software,Data Scientist,Banking,Remote,1,445786,14680,301069.0,5122.0,0.0,0,0.0,457,2,6,1,21.0,0.0,25,27,3.32,0
49,Male,Master,Patna,CRED,Cloud Architect,Consulting,Part-time,28,1970146,67128,,3361.0,1099360.0,21987,0.1339,721,1,53,1,104.0,9.0,50,24,4.68,1
33,Female,Diploma,Jalgaon,Nihilent,Database Administrator,HealthTech,Full-time,9,698787,25555,43950.0,33358.0,0.0,0,0.0,492,3,18,2,31.0,3.0,100,12,3.79,0
32,Male,Bachelor,Moradabad,Mindtree,Network Engineer,EdTech,Full-time,11,982808,30207,122923.0,60352.0,1063903.0,21278,0.2598,652,2,23,1,86.0,19.0,25,4,2.47,0
54,Female,PhD,Kanpur,Nihilent,Technical Lead,Government,Hybrid,32,2339176,88980,22668.0,691.0,0.0,0,0.0,790,3,68,1,0.0,11.0,50,27,5.0,1
24,Female,Bachelor,Noida,Ola,ML Engineer,FinTech,Contract,2,471003,21502,52673.0,782636.0,1455895.0,29117,0.7418,590,4,7,0,18.0,0.0,50,33,2.26,0
52,Male,Diploma,Tiruchirappalli,Nihilent,ETL Developer,HealthTech,Remote,29,1840409,69432,121831.0,20306.0,0.0,0,0.0,801,6,60,3,,11.0,0,26,4.89,1
34,Female,Bachelor,Coimbatore,Mastek,Database Administrator,Defense,Full-time,13,1122424,46529,21188.0,30410.0,883364.0,17667,0.1889,625,3,25,2,13.0,8.0,50,33,3.87,0
45,Male,Bachelor,Delhi,Zerodha,Database Administrator,SaaS,Hybrid,22,1416473,62172,55400.0,22250.0,378607.0,7572,0.0641,682,4,48,0,13.0,9.0,0,22,4.4,0
39,Male,Master,Navi Mumbai,Robosoft,DevOps Engineer,FinTech,Full-time,17,1310501,31436,165238.0,19425.0,108913.0,2178,0.0199,601,2,39,0,100.0,15.0,50,19,4.38,0
36,Female,PhD,Ahmedabad,Datavail Infotech,Security Analyst,Consulting,Full-time,14,1165902,33564,261745.0,2463.0,1727948.0,34558,0.3557,660,3,31,1,100.0,,25,18,2.92,0
23,Male,Bachelor,Kolhapur,GlobalLogic,IT Consultant,Startup,Full-time,0,233448,10662,60533.0,93431.0,1950032.0,39000,2.0047,516,1,4,6,29.0,0.0,0,36,1.0,0
31,Male,Bachelor,Chandigarh,Infosys,Test Automation Engineer,Banking,Full-time,10,777587,25117,23177.0,304154.0,566829.0,11336,0.1749,545,2,21,0,39.0,15.0,0,17,3.69,0
22,Male,Bachelor,Chandigarh,Hexaware,Security Analyst,Manufacturing,Full-time,0,399397,9925,21417.0,116838.0,,3849,0.1156,495,2,0,1,,0.0,50,15,2.09,0
30,Male,Master,Bhiwandi,Subex,Business Analyst,Consulting,Full-time,9,945215,37067,19866.0,106608.0,0.0,0,0.0,577,2,19,4,44.0,11.0,100,2,3.93,0
48,Male,Bachelor,Firozabad,EXL Service,Data Analyst,Startup,Remote,25,1647932,57196,30269.0,9360.0,1927977.0,38559,0.2808,656,1,53,0,89.0,21.0,25,26,4.02,0
22,Female,Bachelor,Jalgaon,Srijan Technologies,ML Engineer,Defense,Full-time,2,385024,17376,36199.0,79397.0,295940.0,5918,0.1844,561,1,1,2,,0.0,50,37,2.93,0
39,Female,PhD,Vadodara,Newgen Software,Frontend Developer,Telecom,Full-time,19,1426501,34457,40466.0,30549.0,0.0,0,0.0,621,0,42,2,102.0,6.0,0,35,4.5,1
54,Male,Master,Kolhapur,Wipro,Project Manager,E-commerce,Remote,34,2274786,76461,48234.0,3570.0,368868.0,7377,0.0389,778,4,72,2,68.0,19.0,50,11,5.0,1
53,Male,High School,Bareilly,HCL Technologies,Backend Developer,SaaS,Hybrid,33,2036093,58752,231722.0,8434.0,1922269.0,38445,0.2266,723,3,70,1,47.0,23.0,25,34,4.43,0
26,Female,Bachelor,Firozabad,Sigmoid Analytics,Frontend Developer,Startup,Full-time,3,462712,17918,117557.0,,251669.0,5033,0.1305,581,2,7,0,85.0,0.0,25,37,2.71,0
42,Male,Bachelor,Nanded,Genpact,Test Automation Engineer,Consulting,Full-time,19,1371748,52618,58142.0,,,0,0.0,618,3,36,2,107.0,6.0,75,14,3.46,0
42,Male,Bachelor,Guntur,Nielsen India,Technical Lead,Government,Full-time,22,1455827,56170,126040.0,,1592675.0,31853,0.2626,693,2,44,1,8.0,21.0,75,23,4.49,1
47,Male,Bachelor,Meerut,Tata Elxsi,Product Manager,EdTech,Remote,24,1671451,54662,,47302.0,209493.0,4189,0.0301,766,2,52,2,16.0,9.0,100,0,4.13,0
28,Female,Bachelor,Hubballi,Mindtree,Software Engineer,E-commerce,Part-time,6,592709,22175,32229.0,,225103.0,4502,0.0911,621,1,10,2,43.0,0.0,75,33,3.08,0
37,Male,Master,Loni,TCS,Scrum Master,Defense,Full-time,15,1215450,52057,76597.0,21250.0,911338.0,18226,0.1799,589,2,29,0,3.0,,0,39,3.1,0
38,Male,High School,Aurangabad,Tata Elxsi,QA Engineer,FinTech,Remote,16,954544,23465,89551.0,,387277.0,7745,0.0974,569,3,30,1,114.0,4.0,0,27,3.36,0
42,Male,Bachelor,Vadodara,Cyient DLM,Senior Software Engineer,Defense,Full-time,19,1308197,48862,491352.0,13538.0,969302.0,19386,0.1778,610,1,43,1,64.0,11.0,75,19,3.31,0
55,Female,Bachelor,Bareilly,Nihilent,Engineering Manager,SaaS,Remote,35,2173082,59038,96873.0,5377.0,1537148.0,30742,0.1698,858,4,70,4,61.0,4.0,75,2,5.0,1
46,Female,PhD,Gulbarga,Genpact,Data Analyst,FinTech,Full-time,22,1695692,65847,189945.0,4353.0,0.0,0,0.0,750,4,47,3,64.0,21.0,50,16,5.0,1
44,Male,Bachelor,Bhiwandi,Zerodha,Director of Engineering,EdTech,Hybrid,23,1518567,47778,324143.0,70572.0,1053258.0,21065,0.1665,713,0,51,4,76.0,18.0,75,27,3.88,0
29,Female,Bachelor,Patna,Uniphore,Technical Lead,EdTech,Full-time,8,786693,31642,80743.0,14134.0,0.0,0,0.0,517,6,20,1,62.0,5.0,75,20,2.91,0
47,Female,Master,Loni,Apexon,Test Automation Engineer,Government,Full-time,27,1813278,43939,21872.0,19773.0,0.0,0,0.0,644,4,57,1,54.0,11.0,50,24,4.96,1
26,Female,Master,Ahmedabad,Sasken,AI Researcher,E-commerce,Full-time,4,704301,27853,54956.0,80769.0,0.0,0,0.0,585,0,9,1,48.0,0.0,50,31,3.68,0
55,Male,Bachelor,Thiruvananthapuram,Sigmoid Analytics,Software Engineer,Manufacturing,Hybrid,34,2188182,68991,20778.0,12221.0,0.0,0,0.0,722,7,68,1,48.0,9.0,0,34,5.0,1
42,Female,Master,Bhilai,Genpact,ETL Developer,E-commerce,Full-time,18,1420568,42872,43452.0,11909.0,166746.0,3334,0.0282,723,0,38,0,103.0,17.0,75,29,3.36,0
48,Male,High School,Lucknow,Publicis Sapient,BI Developer,Consulting,Contract,27,1684356,49302,59286.0,3660.0,0.0,0,0.0,713,0,56,5,54.0,8.0,100,29,5.0,1
49,Female,Bachelor,Jamnagar,CleverTap,BI Developer,Defense,Full-time,28,1751208,63026,49014.0,37291.0,0.0,0,0.0,738,1,54,3,30.0,24.0,75,32,5.0,1
38,Female,Diploma,Indore,Datavail Infotech,Mobile Developer,FinTech,Full-time,16,1156628,38407,12379.0,4091.0,,22719,0.2357,649,2,37,0,119.0,12.0,50,31,2.68,0
51,Male,High School,Hubballi,Mindtree,Frontend Developer,Banking,Full-time,31,1901483,61115,17395.0,315956.0,0.0,0,0.0,740,3,67,3,3.0,21.0,75,9,5.0,1
41,Male,Bachelor,Gurgaon,Accenture India,Data Scientist,Consulting,Full-time,19,1221319,34689,480961.0,210.0,1760970.0,35219,0.346,692,6,39,4,57.0,6.0,25,3,4.3,0
48,Male,Bachelor,Rajkot,Hexaware,Lead Engineer,Telecom,Full-time,26,1686588,56191,31291.0,7556.0,1007631.0,20152,0.1434,749,1,55,4,9.0,2.0,100,30,5.0,0
42,Male,Diploma,Jamshedpur,Freshworks,Mobile Developer,Banking,Full-time,22,1397663,35513,34488.0,66839.0,0.0,0,0.0,703,3,41,4,98.0,18.0,50,29,4.68,1
29,Female,Bachelor,Durgapur,Capgemini India,Technical Lead,Telecom,Full-time,8,762082,19009,14311.0,,0.0,0,0.0,623,1,20,2,105.0,19.0,50,18,3.41,0
35,Female,Bachelor,Patna,CRED,VP Engineering,Government,Remote,13,997391,27442,6721.0,5117.0,,18842,0.2267,648,1,25,2,68.0,2.0,50,20,2.11,0
25,Male,Master,Hubballi,Meesho,Lead Engineer,SaaS,Remote,5,708459,21347,327459.0,129770.0,0.0,0,0.0,558,4,12,3,45.0,0.0,0,8,3.02,0
56,Female,Bachelor,Coimbatore,Capgemini India,Senior Data Scientist,E-commerce,Full-time,35,2218680,54011,5222.0,5401.0,1489450.0,29789,0.1611,741,3,71,4,13.0,16.0,100,5,4.96,1
23,Male,Bachelor,Patna,Happiest Minds,ML Engineer,Telecom,Full-time,1,315395,12583,,423810.0,1390491.0,27809,1.0581,514,1,0,1,22.0,0.0,50,39,1.0,0
47,Female,Master,Chandigarh,Vedantu,Solutions Architect,SaaS,Contract,26,1945304,82358,86004.0,26954.0,0.0,0,0.0,679,0,49,3,90.0,2.0,50,36,4.65,0
55,Male,PhD,Bhilai,Ola,Backend Developer,Banking,Full-time,32,2152932,55491,24935.0,2530.0,0.0,0,0.0,702,1,61,2,80.0,18.0,0,34,5.0,1
30,Female,PhD,Jodhpur,Happiest Minds,Project Manager,EdTech,Contract,9,1003481,32644,281193.0,895.0,1388048.0,27760,0.332,638,0,20,3,31.0,17.0,50,39,2.38,0
52,Male,Bachelor,Asansol,Syntel India,Senior Data Scientist,EdTech,Hybrid,32,2109335,83740,24450.0,74208.0,418572.0,8371,0.0476,740,1,64,3,28.0,15.0,75,37,4.68,1
48,Female,Bachelor,Firozabad,Groww,DevOps Engineer,HealthTech,Remote,28,1967310,72051,46962.0,17879.0,0.0,0,0.0,645,3,59,3,68.0,,50,4,4.86,1
39,Female,Bachelor,Jamshedpur,Swiggy,ML Engineer,Manufacturing,Part-time,19,1328707,38112,56469.0,33568.0,0.0,0,0.0,611,2,42,4,106.0,2.0,50,36,3.94,0
55,Male,PhD,Tiruppur,Wipro,Technical Lead,SaaS,Remote,32,2295394,95857,65072.0,3116.0,0.0,0,0.0,809,1,69,3,87.0,18.0,0,22,5.0,1
38,Male,Bachelor,Thiruvananthapuram,Zerodha,Backend Developer,Startup,Hybrid,16,1250751,55576,92211.0,89248.0,1227063.0,24541,0.2355,570,3,34,4,54.0,15.0,50,31,3.63,0
29,Female,Bachelor,Saharanpur,Tech Mahindra,Lead Engineer,Consulting,Full-time,5,616146,14458,43868.0,13863.0,192174.0,3843,0.0748,603,2,11,2,15.0,0.0,75,35,3.22,0
43,Female,Master,Bikaner,Nihilent,Data Scientist,EdTech,Contract,22,1686713,58404,16394.0,6330.0,0.0,0,0.0,658,2,49,0,64.0,9.0,0,11,4.34,0
52,Female,Bachelor,Nanded,Syntel India,QA Engineer,EdTech,Contract,30,2101691,63317,367304.0,14746.0,0.0,0,0.0,817,2,63,2,2.0,15.0,75,30,5.0,1
27,Male,Master,Meerut,Coda Global,Product Manager,Banking,Full-time,3,504852,23131,56344.0,18382.0,0.0,0,0.0,575,2,3,1,44.0,0.0,75,13,2.54,0
37,Male,Bachelor,Siliguri,Cyient,BI Developer,Startup,Contract,13,969299,37998,48778.0,,0.0,0,0.0,625,2,24,2,54.0,2.0,25,18,3.49,0
37,Female,Master,Howrah,WNS Global,Cloud Architect,Consulting,Contract,16,1297800,41383,106689.0,34041.0,1337573.0,26751,0.2474,575,2,32,4,19.0,6.0,100,22,3.5,0
29,Male,Bachelor,Noida,L&T Infotech,Director of Engineering,SaaS,Part-time,7,774559,27367,33286.0,1065.0,0.0,0,0.0,564,2,11,2,33.0,0.0,75,13,2.99,0
48,Male,Bachelor,Bhavnagar,Geometric,Software Engineer,EdTech,Full-time,27,1771472,53188,22997.0,38835.0,1910824.0,38216,0.2589,704,1,57,2,48.0,8.0,50,23,5.0,1
27,Male,PhD,Surat,Mastek,DevOps Engineer,Consulting,Remote,3,663920,21464,9196.0,,0.0,0,0.0,512,2,5,2,58.0,0.0,75,17,2.99,0
38,Female,Bachelor,Bhavnagar,CleverTap,Frontend Developer,Consulting,Remote,16,1128358,35716,12913.0,268982.0,0.0,0,0.0,608,2,36,0,,19.0,75,4,4.76,1
22,Male,Bachelor,Cuttack,Srijan Technologies,VP Engineering,HealthTech,Full-time,0,248146,10237,330980.0,21057.0,0.0,0,0.0,558,1,0,1,17.0,,0,12,3.06,0
54,Male,High School,Ahmedabad,Zoho,VP Engineering,Telecom,Full-time,30,1806015,49900,51919.0,16724.0,0.0,0,0.0,687,2,58,2,119.0,15.0,50,24,4.64,1
54,Male,Bachelor,Malegaon,Nagarro India,AI Researcher,Government,Hybrid,30,1875113,81508,157975.0,,1225233.0,24504,0.1568,717,3,63,0,34.0,19.0,50,13,4.18,0
49,Female,Diploma,Ajmer,Intellect Design,AI Researcher,E-commerce,Full-time,28,1820454,74467,5166.0,47824.0,1607998.0,32159,0.212,722,3,56,1,5.0,8.0,0,24,4.41,0
33,Male,PhD,Allahabad,Nagarro India,Scrum Master,EdTech,Contract,12,1076765,41000,102222.0,412869.0,,24287,0.2707,600,4,21,3,1.0,17.0,75,36,3.6,0
26,Male,Bachelor,Jodhpur,Unacademy,Scrum Master,Defense,Hybrid,3,486006,14779,95850.0,8026.0,0.0,0,0.0,488,2,7,0,12.0,0.0,50,39,2.38,0
28,Female,Master,Kota,Robosoft,Network Engineer,Consulting,Hybrid,7,774662,23630,173702.0,18667.0,0.0,0,0.0,545,1,19,3,24.0,0.0,50,8,2.96,0
